filename: final/m101_uncorrected.fits
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(4</s
      2 read(4</sc
      1 close(4</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("temp
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 execve("..
      1 open("temp
      1 fstat(3</s
      1 read(3</sc
      1 close(3</s
      1 open("temp
      1 lseek(3</s
      2 fstat(3</s
      1 lseek(3</s
      1 read(3</sc
      1 lseek(3</s
      1 read(3</sc
      1 close(3</s
      1 open("temp
      1 fstat(3</s
      2 read(3</sc
      1 close(3</s
      1 open("temp
      1 fstat(3</s
      2 read(3</sc
      1 close(3</s
      1 open("temp
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("temp
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
filename: stats.tbl
      1 execve("..
      1 open("stat
      1 fstat(3</s
      1 write(3</s
      1 close(3</s
filename: rawdir/2mass-atlas-990214n-j1200256.fits
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 stat("rawd
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
    258 read(5</sc
      1 close(5</s
filename: diffdir/diff.000004.000007.fits
      1 unlink("di
      2 open("diff
      1 fstat(4</s
     16 write(4</s
      2 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
     14 write(4</s
      1 close(4</s
      1 stat("diff
      1 open("diff
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("diff
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
     29 read(5</sc
      1 close(5</s
filename: final/m101_uncorrected.jpg
      1 execve("..
      1 open("fina
      1 fstat(4</s
     89 write(4</s
      1 close(4</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1200256_area.fits
      1 unlink("co
      2 open("corr
      1 fstat(7</s
    502 write(7</s
      2 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
     15 write(7</s
      1 close(7</s
      1 open("corr
      1 fstat(10</
      1 read(10</s
      1 close(10</
      1 open("corr
      1 lseek(10</
      2 fstat(10</
      1 lseek(10</
      1 read(10</s
      1 lseek(10</
    516 read(10</s
      1 close(10</
filename: fits.tbl
      1 execve("..
      1 open("fits
      1 fstat(3</s
     18 write(3</s
      1 execve("..
      1 open("fits
      1 fstat(5</s
      1 read(5</sc
      1 stat("fits
      1 lseek(5</s
      2 read(5</sc
filename: projdir/hdu0_2mass-atlas-990214n-j1110021.fits
      1 unlink("pr
      2 open("proj
      1 fstat(5</s
    499 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
      1 stat("proj
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 stat("proj
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(13</
      1 read(13</s
      1 close(13</
      1 open("proj
      1 lseek(13</
      2 fstat(13</
      1 lseek(13</
      1 read(13</s
      1 lseek(13</
    513 read(13</s
      1 close(13</
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1190032_area.fits
      1 unlink("co
      2 open("corr
      1 fstat(7</s
    501 write(7</s
      2 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
      1 read(7</sc
     14 write(7</s
      1 close(7</s
      1 open("corr
      1 fstat(6</s
      1 read(6</sc
      1 close(6</s
      1 open("corr
      1 lseek(6</s
      2 fstat(6</s
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
    514 read(6</sc
filename: rawdir/2mass-atlas-990214n-j1180244.fits
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 stat("rawd
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
    258 read(5</sc
      1 close(5</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1190032.fits
      1 unlink("co
      2 open("corr
      1 fstat(6</s
    501 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     14 write(6</s
      1 close(6</s
      1 open("corr
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("corr
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    514 read(5</sc
filename: projdir/hdu0_2mass-atlas-990214n-j1110032.fits
      1 unlink("pr
      2 open("proj
      1 fstat(5</s
    499 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
      1 stat("proj
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 stat("proj
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(7</s
      1 read(7</sc
      1 close(7</s
      1 open("proj
      1 lseek(7</s
      2 fstat(7</s
      1 lseek(7</s
      1 read(7</sc
      1 lseek(7</s
    513 read(7</sc
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 close(5</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("proj
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
    513 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 close(5</s
filename: rawdir/2mass-atlas-990214n-j1100244.fits
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 stat("rawd
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 stat("rawd
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
      1 close(5</s
      1 open("rawd
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("rawd
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      2 read(5</sc
      1 lseek(5</s
    258 read(5</sc
      1 close(5</s
filename: diffdir/diff.000002.000003_area.fits
      1 unlink("di
      2 open("diff
      1 fstat(5</s
     47 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
filename: diffdir/diff.000001.000008_area.fits
      1 unlink("di
      2 open("diff
      1 fstat(5</s
     50 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
filename: diffdir/diff.000005.000008.fits
      1 unlink("di
      2 open("diff
      1 fstat(4</s
     15 write(4</s
      2 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
     14 write(4</s
      1 close(4</s
      1 stat("diff
      1 open("diff
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("diff
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
     28 read(5</sc
      1 close(5</s
filename: diffdir/diff.000007.000008_area.fits
      1 unlink("di
      2 open("diff
      1 fstat(5</s
     49 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     14 write(5</s
      1 close(5</s
filename: diffdir/diff.000001.000006.fits
      1 unlink("di
      2 open("diff
      1 fstat(4</s
     51 write(4</s
      2 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
     14 write(4</s
      1 close(4</s
      1 stat("diff
      1 open("diff
      1 fstat(5</s
      1 read(5</sc
      1 close(5</s
      1 open("diff
      1 lseek(5</s
      2 fstat(5</s
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
     64 read(5</sc
      1 close(5</s
filename: projdir/hdu0_2mass-atlas-990214n-j1110021_area.fits
      1 unlink("pr
      2 open("proj
      1 fstat(6</s
    499 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     15 write(6</s
      1 close(6</s
      1 stat("proj
      1 open("proj
      1 fstat(14</
      1 read(14</s
      1 close(14</
      1 open("proj
      1 lseek(14</
      2 fstat(14</
      1 lseek(14</
      1 read(14</s
      1 lseek(14</
    513 read(14</s
      1 close(14</
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    513 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    513 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    513 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    513 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    513 read(4</sc
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
      1 close(4</s
      1 open("proj
      1 fstat(4</s
      1 read(4</sc
      1 close(4</s
      1 open("proj
      1 lseek(4</s
      2 fstat(4</s
      1 lseek(4</s
      1 read(4</sc
      1 lseek(4</s
    513 read(4</sc
      1 close(4</s
filename: diffdir/diff.000003.000006_area.fits
      1 unlink("di
      2 open("diff
      1 fstat(5</s
     15 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
filename: diffdir/diff.000000.000006_area.fits
      1 unlink("di
      2 open("diff
      1 fstat(5</s
     53 write(5</s
      2 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
      1 lseek(5</s
      1 read(5</sc
     15 write(5</s
      1 close(5</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1200256.fits
      1 unlink("co
      2 open("corr
      1 fstat(6</s
    502 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     15 write(6</s
      1 close(6</s
      1 open("corr
      1 fstat(9</s
      1 read(9</sc
      1 close(9</s
      1 open("corr
      1 lseek(9</s
      2 fstat(9</s
      1 lseek(9</s
      1 read(9</sc
      1 lseek(9</s
    516 read(9</sc
      1 close(9</s
filename: corrdir/hdu0_2mass-atlas-990214n-j1110021.fits
      1 unlink("co
      2 open("corr
      1 fstat(6</s
    499 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
     15 write(6</s
      1 close(6</s
      1 open("corr
      1 fstat(13</
      1 read(13</s
      1 close(13</
      1 open("corr
      1 lseek(13</
      2 fstat(13</
      1 lseek(13</
      1 read(13</s
      1 lseek(13</
    513 read(13</s
      1 close(13</
filename: projdir/hdu0_2mass-atlas-990214n-j1100244_area.fits
      1 unlink("pr
      2 open("proj
      1 fstat(6</s
    503 write(6</s
      2 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
      1 read(6</sc
      1 lseek(6</s
